"","Site.recode","Site.Description","Histology","Histology.Description","Histology.Behavior","Histology.Behavior.Description","Histology.Behavior.Four"
"5270","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",908,"TERATOMA","9080/3","Teratoma, malignant, NOS","9080"
"5271","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",908,"TERATOMA","9081/3","Teratocarcinoma","9081"
"5272","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",908,"TERATOMA","9082/3","Malignant teratoma, undiff.","9082"
"5273","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",908,"TERATOMA","9083/3","Malignant teratoma, intermediate","9083"
"5274","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",908,"TERATOMA","9084/3","Teratoma with malig. transformation","9084"
"5275","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",908,"TERATOMA","9085/3","Mixed germ cell tumor","9085"
"5276","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",912,"BLOOD VESSEL TUMORS","9120/3","Hemangiosarcoma","9120"
"5277","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",913,"HEMANGIOENDOTHELIOMA","9130/3","Hemangioendothelioma, malignant","9130"
"5278","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",913,"HEMANGIOENDOTHELIOMA","9133/3","Epithelioid hemangioendothelioma, malignant","9133"
"5279","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",914,"KAPOSI SARCOMA","9140/3","Kaposi sarcoma","9140"
"5280","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",915,"HEMANGIOPERICYTOMA","9150/3","Hemangiopericytoma, malignant","9150"
"5281","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",917,"LYMPHANGIOSARCOMA","9170/3","Lymphangiosarcoma","9170"
"5282","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",924,"OSSEOUS & CHONDROMATOUS NEOPLASMS","9240/3","Mesenchymal chondrosarcoma","9240"
"5283","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",924,"OSSEOUS & CHONDROMATOUS NEOPLASMS","9242/3","Clear cell chondrosarcoma","9242"
"5284","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",924,"OSSEOUS & CHONDROMATOUS NEOPLASMS","9243/3","Dedifferentiated chondrosarcoma","9243"
"5285","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",925,"GT. CELL TUMOR OF BONE, MAL.","9251/3","Malignant giant cell tumor of soft parts","9251"
"5286","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",925,"GT. CELL TUMOR OF BONE, MAL.","9252/3","Malignant tenosynovial giant cell tumor","9252"
"5287","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",936,"PERIPHERAL NEUROECTODERMAL TUMOR","9364/3","Peripheral neuroectodermal tumor","9364"
"5288","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",936,"PERIPHERAL NEUROECTODERMAL TUMOR","9365/3","Askin tumor","9365"
"5289","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",937,"CHORDOMA","9370/3","Chordoma, NOS","9370"
"5290","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",937,"CHORDOMA","9371/3","Chondroid chordoma","9371"
"5291","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",937,"CHORDOMA","9372/3","Dedifferentiated chordoma","9372"
"5292","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",949,"GANGLIONEUROBLASTOMA","9490/3","Ganglioneuroblastoma","9490"
"5293","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",950,"NEUROBLASTOMA, NOS","9500/3","Neuroblastoma, NOS","9500"
"5294","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",950,"NEUROBLASTOMA, NOS","9501/3","Medulloepithelioma, NOS","9501"
"5295","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",950,"NEUROBLASTOMA, NOS","9502/3","Teratoid medulloepithelioma","9502"
"5296","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",950,"NEUROBLASTOMA, NOS","9503/3","Neuroepithelioma, NOS","9503"
"5297","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",950,"NEUROBLASTOMA, NOS","9504/3","Spongioneuroblastoma","9504"
"5298","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",950,"NEUROBLASTOMA, NOS","9505/3","Ganglioglioma, anaplastic","9505"
"5299","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",954,"NEUROFIBROSARCOMA","9540/3","Malignant peripheral nerve sheath tumor","9540"
"5300","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",956,"NEURILEMMOMA","9560/3","Neurilemmoma, malignant","9560"
"5301","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",956,"NEURILEMMOMA","9561/3","MPNST with rhabdomyoblastic differentiation","9561"
"5302","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",957,"PERINEURIOMA","9571/3","Perineurioma, malignant","9571"
"5303","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",958,"GRANULAR CELL TUMOR","9580/3","Granular cell tumor, malignant","9580"
"5304","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",958,"GRANULAR CELL TUMOR","9581/3","Alveolar soft part sarcoma","9581"
"5305","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",959,"MALIGNANT LYMPHOMA, NOS","9590/3","Malignant lymphoma, NOS","9590"
"5306","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",959,"MALIGNANT LYMPHOMA, NOS","9591/3","Malignant lymphoma, non-Hodgkin","9591"
"5307","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",959,"MALIGNANT LYMPHOMA, NOS","9596/3","Composite Hodgkin and non-Hodgkin lymphoma","9596"
"5308","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",965,"HODGKIN LYMPHOMA","9650/3","Hodgkin lymphoma, NOS","9650"
"5309","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",965,"HODGKIN LYMPHOMA","9651/3","Hodgkin lymphoma, lymphocyte-rich","9651"
"5310","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",965,"HODGKIN LYMPHOMA","9652/3","Hodgkin lymphoma, mixed cellularity, NOS","9652"
"5311","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",965,"HODGKIN LYMPHOMA","9653/3","Hodgkin lymphoma, lymphocytic deplet., NOS","9653"
"5312","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",965,"HODGKIN LYMPHOMA","9654/3","Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis","9654"
"5313","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",965,"HODGKIN LYMPHOMA","9655/3","Hodgkin lymphoma, lymphocyt. deplet., reticular","9655"
"5314","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",965,"HODGKIN LYMPHOMA","9659/3","Hodgkin lymph., nodular lymphocyte predom.","9659"
"5315","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9661/3","Hodgkin granuloma [obs]","9661"
"5316","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9662/3","Hodgkin sarcoma [obs]","9662"
"5317","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9663/3","Hodgkin lymphoma, nodular sclerosis, NOS","9663"
"5318","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9664/3","Hodgkin lymphoma, nod. scler., cellular phase","9664"
"5319","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9665/3","Hodgkin lymphoma, nod. scler., grade 1","9665"
"5320","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",966,"HODGKIN LYMPHOMA, NOD. SCLER.","9667/3","Hodgkin lymphoma, nod. scler., grade 2","9667"
"5321","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",967,"ML, SMALL B-CELL LYMPHOCYTIC","9670/3","ML, small B lymphocytic, NOS","9670"
"5322","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",967,"ML, SMALL B-CELL LYMPHOCYTIC","9671/3","ML, lymphoplasmacytic","9671"
"5323","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",967,"ML, SMALL B-CELL LYMPHOCYTIC","9673/3","Mantle cell lymphoma","9673"
"5324","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",967,"ML, SMALL B-CELL LYMPHOCYTIC","9675/3","ML, mixed sm. and lg. cell, diffuse","9675"
"5325","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",968,"ML, LARGE B-CELL, DIFFUSE","9680/3","ML, large B-cell, diffuse","9680"
"5326","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",968,"ML, LARGE B-CELL, DIFFUSE","9684/3","ML, large B-cell, diffuse, immunoblastic, NOS","9684"
"5327","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",968,"ML, LARGE B-CELL, DIFFUSE","9687/3","Burkitt lymphoma, NOS","9687"
"5328","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",968,"ML, LARGE B-CELL, DIFFUSE","9688/3","T-cell histiocyte rich large B-cell lymphoma","9688"
"5329","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",969,"FOLLIC. & MARGINAL LYMPH, NOS","9690/3","Follicular lymphoma, NOS","9690"
"5330","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",969,"FOLLIC. & MARGINAL LYMPH, NOS","9691/3","Follicular lymphoma, grade 2","9691"
"5331","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",969,"FOLLIC. & MARGINAL LYMPH, NOS","9695/3","Follicular lymphoma, grade 1","9695"
"5332","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",969,"FOLLIC. & MARGINAL LYMPH, NOS","9698/3","Follicular lymphoma, grade 3","9698"
"5333","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",969,"FOLLIC. & MARGINAL LYMPH, NOS","9699/3","Marginal zone B-cell lymphoma, NOS","9699"
"5334","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",970,"T-CELL LYMPHOMAS","9701/3","Sezary syndrome","9701"
"5335","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",970,"T-CELL LYMPHOMAS","9702/3","Mature T-cell lymphoma, NOS","9702"
"5336","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",970,"T-CELL LYMPHOMAS","9705/3","Angioimmunoblastic T-cell lymphoma","9705"
"5337","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",970,"T-CELL LYMPHOMAS","9708/3","Subcutaneous panniculitis-like T-cell lymphoma","9708"
"5338","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9712/3","Intravascular large B-cell lymphoma","9712"
"5339","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9714/3","Anaplastic large cell lymphoma, T-cell and Null cell type","9714"
"5340","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",971,"OTHER SPEC. NON-HODGKIN LYMPHOMA","9719/3","NK/T-cell lymphoma, nasal and nasal-type","9719"
"5341","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9724/3","SystemicEBV pos. T-cell lymphoproliferative disease of childhood","9724"
"5342","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9726/3","Primary Cutaneous gamma-delta T-cell lymphoma","9726"
"5343","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9727/3","Precursor cell lymphoblastic lymphoma, NOS","9727"
"5344","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9728/3","Precursor B-cell lymphoblastic lymphoma","9728"
"5345","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",972,"PRECURS. CELL LYMPHOBLASTIC LYMPH.","9729/3","Precursor T-cell lymphoblastic lymphoma","9729"
"5346","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",973,"PLASMA CELL TUMORS","9731/3","Plasmacytoma, NOS","9731"
"5347","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",973,"PLASMA CELL TUMORS","9734/3","Plasmacytoma, extramedullary","9734"
"5348","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",973,"PLASMA CELL TUMORS","9735/3","Plasmablastic lymphoma","9735"
"5349","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",973,"PLASMA CELL TUMORS","9737/3","ALK positive large B-cell lymphoma","9737"
"5350","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",973,"PLASMA CELL TUMORS","9738/3","Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ","9738"
"5351","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",974,"MAST CELL TUMORS","9740/3","Mast cell sarcoma","9740"
"5352","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",974,"MAST CELL TUMORS","9741/3","Malignant mastocytosis","9741"
"5353","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9750/3","Malignant histiocytosis","9750"
"5354","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9751/3","Langerhans cell histiocytosis, NOS","9751"
"5355","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9754/3","Langerhans cell histiocytosis, disseminated","9754"
"5356","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9755/3","Histiocytic sarcoma","9755"
"5357","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9756/3","Langerhans cell sarcoma","9756"
"5358","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9757/3","Interdigitating dendritic cell sarcoma","9757"
"5359","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9758/3","Follicular dendritic cell sarcoma","9758"
"5360","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",975,"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS","9759/3","Fibroblastic reticular cell tumor","9759"
"5361","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9811/3","B lymphoblastic leukemia/lymphoma, NOS","9811"
"5362","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9812/3","Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1","9812"
"5363","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9813/3","Leukemia/lymphoma with t(v;11q23);MLL rearranged","9813"
"5364","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9814/3","Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)","9814"
"5365","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9815/3","B lymphoblastic leukemia/lymphoma with hyperdiploidy","9815"
"5366","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9816/3","Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)","9816"
"5367","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9817/3","B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH","9817"
"5368","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",981,"PRECURSOR LYMPHOID NEOPLASMS","9818/3","Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)","9818"
"5369","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",982,"LYMPHOID LEUKEMIA, NOS","9823/3","Chronic lymphocytic leukemia/small lymphocytic lymphoma","9823"
"5370","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",983,"PROLYMPH/PRECURS LEUKEMIA","9831/3","T-cell large granular lymphocytic leukemia","9831"
"5371","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",983,"PROLYMPH/PRECURS LEUKEMIA","9837/3","T lymphoblastic leukemia/lymphoma","9837"
"5372","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",993,"MYELOID SARCOMA","9930/3","Myeloid sarcoma","9930"
"5373","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",996,"CHRONIC MYELOPROLIFERATIVE DIS.","9965/3","Myeloid and lymphoid neoplasms with PDGFRB rearrangement","9965"
"5374","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",996,"CHRONIC MYELOPROLIFERATIVE DIS.","9967/3","Myeloid and lymphoid neoplasm with FGFR1 abnormalities","9967"
"5375","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",997,"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS","9971/3","Polymorphic PTLD","9971"
"5376","C470-C476,C478-C479,C490-C496,C498-C499","CONNECTIVE & SOFT TISSUE",997,"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS","9975/3","Myelodysplastic/Myeloproliferative neoplasm, unclassifiable","9975"
"5377","C480-C482,C488","RETROPERITONEUM & PERITONEUM",800,"NEOPLASM","8000/3","Neoplasm, malignant","8000"
"5378","C480-C482,C488","RETROPERITONEUM & PERITONEUM",800,"NEOPLASM","8001/3","Tumor cells, malignant","8001"
"5379","C480-C482,C488","RETROPERITONEUM & PERITONEUM",800,"NEOPLASM","8002/3","Malignant tumor, small cell type","8002"
"5380","C480-C482,C488","RETROPERITONEUM & PERITONEUM",800,"NEOPLASM","8003/3","Malignant tumor, giant cell type","8003"
"5381","C480-C482,C488","RETROPERITONEUM & PERITONEUM",800,"NEOPLASM","8004/3","Malignant tumor, spindle cell type","8004"
"5382","C480-C482,C488","RETROPERITONEUM & PERITONEUM",800,"NEOPLASM","8005/3","Malignant tumor, clear cell type","8005"
"5383","C480-C482,C488","RETROPERITONEUM & PERITONEUM",846,"PAPILLARY SEROUS CYSTADENOCA","8461/3","Serous surface papillary carcinoma","8461"
"5384","C480-C482,C488","RETROPERITONEUM & PERITONEUM",868,"PARAGANGLIOMA","8680/3","Paraganglioma, malignant","8680"
"5385","C480-C482,C488","RETROPERITONEUM & PERITONEUM",869,"EXTRA-ADRENAL PARAGANG., MAL","8693/3","Extra-adrenal paraganglioma, malignant","8693"
"5386","C480-C482,C488","RETROPERITONEUM & PERITONEUM",880,"SARCOMA, NOS","8800/3","Sarcoma, NOS","8800"
"5387","C480-C482,C488","RETROPERITONEUM & PERITONEUM",880,"SARCOMA, NOS","8801/3","Spindle cell sarcoma","8801"
"5388","C480-C482,C488","RETROPERITONEUM & PERITONEUM",880,"SARCOMA, NOS","8802/3","Giant cell sarcoma","8802"
"5389","C480-C482,C488","RETROPERITONEUM & PERITONEUM",880,"SARCOMA, NOS","8803/3","Small cell sarcoma","8803"
"5390","C480-C482,C488","RETROPERITONEUM & PERITONEUM",880,"SARCOMA, NOS","8804/3","Epithelioid sarcoma","8804"
"5391","C480-C482,C488","RETROPERITONEUM & PERITONEUM",880,"SARCOMA, NOS","8805/3","Undifferentiated sarcoma","8805"
"5392","C480-C482,C488","RETROPERITONEUM & PERITONEUM",880,"SARCOMA, NOS","8806/3","Desmoplastic small round cell tumor","8806"
"5393","C480-C482,C488","RETROPERITONEUM & PERITONEUM",881,"FIBROMATOUS NEOPLASMS","8810/3","Fibrosarcoma, NOS","8810"
"5394","C480-C482,C488","RETROPERITONEUM & PERITONEUM",881,"FIBROMATOUS NEOPLASMS","8811/3","Fibromyxosarcoma","8811"
"5395","C480-C482,C488","RETROPERITONEUM & PERITONEUM",881,"FIBROMATOUS NEOPLASMS","8813/3","Fascial fibrosarcoma","8813"
"5396","C480-C482,C488","RETROPERITONEUM & PERITONEUM",881,"FIBROMATOUS NEOPLASMS","8814/3","Infantile fibrosarcoma","8814"
"5397","C480-C482,C488","RETROPERITONEUM & PERITONEUM",881,"FIBROMATOUS NEOPLASMS","8815/3","Solitary fibrous tumor, malignant","8815"
"5398","C480-C482,C488","RETROPERITONEUM & PERITONEUM",883,"FIBROUS HISTIOCYTOMA, MAL.","8830/3","Fibrous histiocytoma, malignant","8830"
"5399","C480-C482,C488","RETROPERITONEUM & PERITONEUM",884,"MYXOSARCOMA","8840/3","Myxosarcoma","8840"
"5400","C480-C482,C488","RETROPERITONEUM & PERITONEUM",885,"LIPOSARCOMA NEOPLASMS","8850/3","Liposarcoma, NOS","8850"
"5401","C480-C482,C488","RETROPERITONEUM & PERITONEUM",885,"LIPOSARCOMA NEOPLASMS","8851/3","Liposarcoma, well differentiated","8851"
"5402","C480-C482,C488","RETROPERITONEUM & PERITONEUM",885,"LIPOSARCOMA NEOPLASMS","8852/3","Myxoid liposarcoma","8852"
"5403","C480-C482,C488","RETROPERITONEUM & PERITONEUM",885,"LIPOSARCOMA NEOPLASMS","8853/3","Round cell liposarcoma","8853"
"5404","C480-C482,C488","RETROPERITONEUM & PERITONEUM",885,"LIPOSARCOMA NEOPLASMS","8854/3","Pleomorphic liposarcoma","8854"
"5405","C480-C482,C488","RETROPERITONEUM & PERITONEUM",885,"LIPOSARCOMA NEOPLASMS","8855/3","Mixed type liposarcoma","8855"
"5406","C480-C482,C488","RETROPERITONEUM & PERITONEUM",885,"LIPOSARCOMA NEOPLASMS","8857/3","Fibroblastic liposarcoma","8857"
"5407","C480-C482,C488","RETROPERITONEUM & PERITONEUM",885,"LIPOSARCOMA NEOPLASMS","8858/3","Dedifferentiated liposarcoma","8858"
"5408","C480-C482,C488","RETROPERITONEUM & PERITONEUM",889,"MYOMATOUS NEOPLASMS","8890/3","Leiomyosarcoma, NOS","8890"
"5409","C480-C482,C488","RETROPERITONEUM & PERITONEUM",889,"MYOMATOUS NEOPLASMS","8891/3","Epithelioid leiomyosarcoma","8891"
"5410","C480-C482,C488","RETROPERITONEUM & PERITONEUM",889,"MYOMATOUS NEOPLASMS","8894/3","Angiomyosarcoma","8894"
"5411","C480-C482,C488","RETROPERITONEUM & PERITONEUM",889,"MYOMATOUS NEOPLASMS","8895/3","Myosarcoma","8895"
"5412","C480-C482,C488","RETROPERITONEUM & PERITONEUM",889,"MYOMATOUS NEOPLASMS","8896/3","Myxoid leiomyosarcoma","8896"
"5413","C480-C482,C488","RETROPERITONEUM & PERITONEUM",890,"RHABDOMYOSARCOMA, NOS","8900/3","Rhabdomyosarcoma, NOS","8900"
"5414","C480-C482,C488","RETROPERITONEUM & PERITONEUM",890,"RHABDOMYOSARCOMA, NOS","8901/3","Pleomorphic rhabdomyosarcoma, adult type","8901"
"5415","C480-C482,C488","RETROPERITONEUM & PERITONEUM",890,"RHABDOMYOSARCOMA, NOS","8902/3","Mixed type rhabdomyosarcoma","8902"
"5416","C480-C482,C488","RETROPERITONEUM & PERITONEUM",891,"EMBRYONAL RHABDOMYOSARCOMA","8910/3","Embryonal rhabdomyosarcoma","8910"
"5417","C480-C482,C488","RETROPERITONEUM & PERITONEUM",891,"EMBRYONAL RHABDOMYOSARCOMA","8912/3","Spindle cell rhabdomyosarcoma","8912"
"5418","C480-C482,C488","RETROPERITONEUM & PERITONEUM",892,"ALVEOLAR RHABDOMYOSARCOMA","8920/3","Alveolar rhabdomyosarcoma","8920"
